seq_name,source,feature,start,end,score,strand,frame,attribute,attribute_geneID,attribute_transcriptID,attribute_exon_info,attribute_exon_info
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,973616,973618,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303020.2""; exon_number ""3""; exon_id ""NM_001303020.2.3""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303020.2"""," exon_number ""3"""," exon_id ""NM_001303020.2.3""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,955380,955382,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303020.2""; exon_number ""12""; exon_id ""NM_001303020.2.12""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303020.2"""," exon_number ""12"""," exon_id ""NM_001303020.2.12""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,954315,1005843,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2"";  gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2""","  gene_name ""CRHR1""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,954315,955520,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""12""; exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""12"""," exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,954315,955379,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""12""; exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""12"""," exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,955383,955520,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""12""; exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""12"""," exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956096,956137,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""11""; exon_id ""NM_001145147.2.11""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""11"""," exon_id ""NM_001145147.2.11""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956096,956137,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""11""; exon_id ""NM_001145147.2.11""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""11"""," exon_id ""NM_001145147.2.11""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956295,956430,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""10""; exon_id ""NM_001145147.2.10""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""10"""," exon_id ""NM_001145147.2.10""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956295,956430,.,-,1,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""10""; exon_id ""NM_001145147.2.10""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""10"""," exon_id ""NM_001145147.2.10""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956607,956692,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""9""; exon_id ""NM_001145147.2.9""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""9"""," exon_id ""NM_001145147.2.9""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956607,956692,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""9""; exon_id ""NM_001145147.2.9""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""9"""," exon_id ""NM_001145147.2.9""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956934,957006,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""8""; exon_id ""NM_001145147.2.8""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""8"""," exon_id ""NM_001145147.2.8""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956934,957006,.,-,1,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""8""; exon_id ""NM_001145147.2.8""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""8"""," exon_id ""NM_001145147.2.8""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959235,959295,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""7""; exon_id ""NM_001145147.2.7""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""7"""," exon_id ""NM_001145147.2.7""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,959235,959295,.,-,2,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""7""; exon_id ""NM_001145147.2.7""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""7"""," exon_id ""NM_001145147.2.7""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959605,959758,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""6""; exon_id ""NM_001145147.2.6""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""6"""," exon_id ""NM_001145147.2.6""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,959605,959758,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""6""; exon_id ""NM_001145147.2.6""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""6"""," exon_id ""NM_001145147.2.6""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959967,960087,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""5""; exon_id ""NM_001145147.2.5""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""5"""," exon_id ""NM_001145147.2.5""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,959967,960087,.,-,1,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""5""; exon_id ""NM_001145147.2.5""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""5"""," exon_id ""NM_001145147.2.5""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,960860,960966,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""4""; exon_id ""NM_001145147.2.4""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""4"""," exon_id ""NM_001145147.2.4""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,960860,960966,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""4""; exon_id ""NM_001145147.2.4""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""4"""," exon_id ""NM_001145147.2.4""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,968743,968828,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""3""; exon_id ""NM_001145147.2.3""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""3"""," exon_id ""NM_001145147.2.3""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,968743,968828,.,-,2,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""3""; exon_id ""NM_001145147.2.3""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""3"""," exon_id ""NM_001145147.2.3""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,983060,983147,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""2""; exon_id ""NM_001145147.2.2""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""2"""," exon_id ""NM_001145147.2.2""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,983060,983147,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""2""; exon_id ""NM_001145147.2.2""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""2"""," exon_id ""NM_001145147.2.2""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1005586,1005843,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""1""; exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""1"""," exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1005586,1005618,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""1""; exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""1"""," exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1005619,1005843,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""1""; exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""1"""," exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,1005616,1005618,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""1""; exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""1"""," exon_id ""NM_001145147.2.1""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,955380,955382,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001145147.2""; exon_number ""12""; exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001145147.2"""," exon_number ""12"""," exon_id ""NM_001145147.2.12""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,954315,1005843,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2"";  gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2""","  gene_name ""CRHR1""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,954315,955520,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""11""; exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""11"""," exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,954315,955379,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""11""; exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""11"""," exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,955383,955520,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""11""; exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""11"""," exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956096,956137,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""10""; exon_id ""NM_001303018.2.10""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""10"""," exon_id ""NM_001303018.2.10""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956096,956137,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""10""; exon_id ""NM_001303018.2.10""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""10"""," exon_id ""NM_001303018.2.10""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956295,956430,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""9""; exon_id ""NM_001303018.2.9""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""9"""," exon_id ""NM_001303018.2.9""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956295,956430,.,-,1,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""9""; exon_id ""NM_001303018.2.9""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""9"""," exon_id ""NM_001303018.2.9""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956607,956692,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""8""; exon_id ""NM_001303018.2.8""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""8"""," exon_id ""NM_001303018.2.8""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956607,956692,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""8""; exon_id ""NM_001303018.2.8""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""8"""," exon_id ""NM_001303018.2.8""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956934,957006,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""7""; exon_id ""NM_001303018.2.7""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""7"""," exon_id ""NM_001303018.2.7""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956934,957006,.,-,1,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""7""; exon_id ""NM_001303018.2.7""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""7"""," exon_id ""NM_001303018.2.7""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959235,959295,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""6""; exon_id ""NM_001303018.2.6""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""6"""," exon_id ""NM_001303018.2.6""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,959235,959295,.,-,2,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""6""; exon_id ""NM_001303018.2.6""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""6"""," exon_id ""NM_001303018.2.6""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959605,959758,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""5""; exon_id ""NM_001303018.2.5""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""5"""," exon_id ""NM_001303018.2.5""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,959605,959758,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""5""; exon_id ""NM_001303018.2.5""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""5"""," exon_id ""NM_001303018.2.5""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959967,960087,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""4""; exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""4"""," exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,959967,959996,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""4""; exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""4"""," exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,959997,960087,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""4""; exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""4"""," exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,960860,960966,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""3""; exon_id ""NM_001303018.2.3""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""3"""," exon_id ""NM_001303018.2.3""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,960860,960966,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""3""; exon_id ""NM_001303018.2.3""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""3"""," exon_id ""NM_001303018.2.3""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,983060,983147,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""2""; exon_id ""NM_001303018.2.2""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""2"""," exon_id ""NM_001303018.2.2""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,983060,983147,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""2""; exon_id ""NM_001303018.2.2""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""2"""," exon_id ""NM_001303018.2.2""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1005586,1005843,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""1""; exon_id ""NM_001303018.2.1""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""1"""," exon_id ""NM_001303018.2.1""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1005586,1005843,.,-,.,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""1""; exon_id ""NM_001303018.2.1""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""1"""," exon_id ""NM_001303018.2.1""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,959994,959996,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""4""; exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""4"""," exon_id ""NM_001303018.2.4""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,955380,955382,.,-,0,"gene_id ""CRHR1""; transcript_id ""NM_001303018.2""; exon_number ""11""; exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";","gene_id ""CRHR1"""," transcript_id ""NM_001303018.2"""," exon_number ""11"""," exon_id ""NM_001303018.2.11""; gene_name ""CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,954315,1168888,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1"";  gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1""","  gene_name ""LINC02210-CRHR1""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,954315,955520,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""13""; exon_id ""NM_001303016.1.13""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""13"""," exon_id ""NM_001303016.1.13""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,954315,955330,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""13""; exon_id ""NM_001303016.1.13""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""13"""," exon_id ""NM_001303016.1.13""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,955334,955520,.,-,1,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""13""; exon_id ""NM_001303016.1.13""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""13"""," exon_id ""NM_001303016.1.13""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956096,956137,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""12""; exon_id ""NM_001303016.1.12""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""12"""," exon_id ""NM_001303016.1.12""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956096,956137,.,-,1,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""12""; exon_id ""NM_001303016.1.12""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""12"""," exon_id ""NM_001303016.1.12""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956607,956692,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""11""; exon_id ""NM_001303016.1.11""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""11"""," exon_id ""NM_001303016.1.11""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956607,956692,.,-,0,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""11""; exon_id ""NM_001303016.1.11""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""11"""," exon_id ""NM_001303016.1.11""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,956934,957006,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""10""; exon_id ""NM_001303016.1.10""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""10"""," exon_id ""NM_001303016.1.10""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,956934,957006,.,-,1,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""10""; exon_id ""NM_001303016.1.10""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""10"""," exon_id ""NM_001303016.1.10""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959235,959295,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""9""; exon_id ""NM_001303016.1.9""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""9"""," exon_id ""NM_001303016.1.9""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,959235,959295,.,-,2,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""9""; exon_id ""NM_001303016.1.9""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""9"""," exon_id ""NM_001303016.1.9""; gene_name ""LINC02210-CRHR1"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,959605,959758,.,-,.,"gene_id ""LINC02210-CRHR1""; transcript_id ""NM_001303016.1""; exon_number ""8""; exon_id ""NM_001303016.1.8""; gene_name ""LINC02210-CRHR1"";","gene_id ""LINC02210-CRHR1"""," transcript_id ""NM_001303016.1"""," exon_number ""8"""," exon_id ""NM_001303016.1.8""; gene_name ""LINC02210-CRHR1"";"
